ONEW,Tc,NTC,Out,,,,,,,,,-14.197,14651.5
51.25,56.42,679.75,50, ,51.3933333333333,58.7509523809524,55.0721428571429,677.347142857143,5125,5642,5001.08925,-1.23910749999999,-6.40910749999999
51.69,56.95,679.05,50, ,51.6285714285714,58.902380952381,55.2654761904762,674.865714285714,5169,5695,5011.02715,-1.57972849999998,-6.83972849999998
52,57.17,677.83,50, ,51.9114285714286,59.1028571428571,55.5071428571429,672.176666666667,5200,5717,5028.34749,-1.7165251,-6.8865251
52.25,58,675.9,50, ,52.2385714285714,59.3328571428571,55.7857142857143,669.248571428571,5225,5800,5055.7477,-1.69252299999998,-7.44252299999998
52.5,58.9,673.54,50, ,52.6285714285714,59.6090476190476,56.1188095238095,666.044285714286,5250,5890,5089.25262,-1.60747379999999,-8.00747379999999
52.81,59.94,670.12,50, ,53.0752380952381,59.9366666666667,56.5059523809524,662.559523809524,5281,5994,5137.80636,-1.4319364,-8.5619364
53.25,60.76,666.07,50, ,53.5457142857143,60.3142857142857,56.93,658.85,5325,6076,5195.30421,-1.2969579,-8.8069579
53.56,61.26,662.04,50, ,54.0395238095238,60.7552380952381,57.397380952381,654.948095238095,5356,6126,5252.51812,-1.03481879999999,-8.73481879999999
53.88,61.56,658.03,50, ,54.5514285714286,61.2766666666667,57.9140476190476,650.854285714286,5388,6156,5309.44809,-0.785519099999983,-8.46551909999998
54.25,61.93,654.02,50, ,55.072380952381,61.8185714285715,58.4454761904762,646.550476190476,5425,6193,5366.37806,-0.586219399999991,-8.26621939999999
54.75,62.36,650.01,50, ,55.5366666666667,62.3814285714286,58.9590476190476,642.044761904762,5475,6236,5423.30803,-0.516919699999999,-8.1269197
55.25,62.22,645.21,50, ,55.947619047619,62.962380952381,59.455,637.340952380952,5525,6222,5491.45363,-0.3354637,-7.3054637
55.88,63.33,638.72,50, ,56.3285714285714,63.5157142857143,59.9221428571429,632.480476190476,5588,6333,5583.59216,-0.044078399999999,-7.4940784
56.5,63.6,631.23,50, ,56.7123809523809,64.0761904761905,60.3942857142857,627.52619047619,5650,6360,5689.92769,0.399276900000004,-6.7007231
57.25,64.36,623.14,50, ,57.12,64.6128571428572,60.8664285714286,622.534285714286,5725,6436,5804.78142,0.797814200000012,-6.31218579999999
58.13,65.22,615.08,50, ,57.557619047619,65.1585714285714,61.3580952380952,617.558095238095,5813,6522,5919.20924,1.0620924,-6.0279076
58.88,65.93,608.25,50, ,58.0309523809524,65.7909523809524,61.9109523809524,612.515714285714,5888,6593,6016.17475,1.2817475,-5.76825250000001
59.75,66.66,602.15,50, ,58.5371428571429,66.4942857142857,62.5157142857143,607.261904761905,5975,6666,6102.77645,1.27776450000001,-5.63223549999999
60.63,67.69,596.49,50, ,59.0876190476191,67.2447619047619,63.1661904761905,601.690476190476,6063,6769,6183.13147,1.2013147,-5.8586853
61.25,67.72,590.69,50, ,59.6766666666667,68.0471428571429,63.8619047619048,595.737619047619,6125,6772,6265.47407,1.4047407,-5.0652593
60.56,68.03,585.62,50, ,60.3014285714286,68.8957142857143,64.5985714285714,589.404285714286,6056,6803,6337.45286,2.81452860000001,-4.65547139999999
59.88,68.62,580.97,50, ,60.9533333333333,69.7476190476191,65.3504761904762,582.728095238095,5988,6862,6403.46891,4.1546891,-4.5853109
59.69,68.57,576.98,50, ,61.6290476190476,70.6347619047619,66.1319047619048,575.827142857143,5969,6857,6460.11494,4.9111494,-3.96885059999999
60.06,68.94,573.79,50, ,62.322380952381,71.4957142857143,66.9090476190476,568.867619047619,6006,6894,6505.40337,4.99403370000001,-3.88596629999999
60.81,69.27,571.07,50, ,63.042380952381,72.3933333333333,67.7178571428572,561.949047619048,6081,6927,6544.01921,4.6301921,-3.82980790000001
61.69,70.36,569.04,50, ,63.792380952381,73.2938095238095,68.5430952380952,555.131428571429,6169,7036,6572.83912,4.03839120000001,-4.63160879999999
62.75,73.22,564.23,50, ,64.5690476190476,74.1861904761905,69.3776190476191,548.393333333333,6275,7322,6641.12669,3.6612669,-6.8087331
63.88,75.53,555.74,50, ,65.3842857142857,75.0742857142857,70.2292857142857,541.721904761905,6388,7553,6761.65922,3.7365922,-7.9134078
65.12,77.02,545.04,50, ,66.2385714285714,75.95,71.0942857142857,535.128571428571,6512,7702,6913.56712,4.01567120000001,-7.88432879999999
66.25,78.41,533.02,50, ,67.1280952380952,76.8090476190476,71.9685714285714,528.639047619048,6625,7841,7084.21506,4.5921506,-7.5678494
67.37,79.75,521.02,50, ,68.0595238095238,77.7004761904762,72.88,522.250476190476,6737,7975,7254.57906,5.17579060000001,-7.20420939999999
68.44,80.25,509.81,50, ,69.092380952381,78.6114285714286,73.8519047619048,515.940952380952,6844,8025,7413.72743,5.69727430000001,-6.11272569999999
69.44,80.85,500.29,50, ,70.2261904761905,79.5104761904762,74.8683333333333,509.698095238095,6944,8085,7548.88287,6.0488287,-5.36117129999999
70.44,81.41,492.57,50, ,71.4314285714286,80.4071428571429,75.9192857142857,503.495238095238,7044,8141,7658.48371,6.1448371,-4.8251629
71.62,82.45,485.94,50, ,72.6814285714286,81.3071428571429,76.9942857142857,497.259047619048,7162,8245,7752.60982,5.90609820000001,-4.92390179999999
73,83.27,479.97,50, ,73.952380952381,82.2371428571429,78.0947619047619,490.946190476191,7300,8327,7837.36591,5.37365910000001,-4.8963409
74.44,83.96,473.58,50, ,75.2347619047619,83.1761904761905,79.2054761904762,484.510952380952,7444,8396,7928.08474,4.8408474,-4.6791526
76,84.58,468.15,50, ,76.5142857142857,84.0347619047619,80.2745238095238,478.097142857143,7600,8458,8005.17445,4.0517445,-4.5282555
77.69,85.05,463.69,50, ,77.7757142857143,84.8404761904762,81.3080952380952,471.848571428571,7769,8505,8068.49307,2.9949307,-4.3650693
79.31,85.73,460.21,50, ,79.0138095238095,85.6428571428572,82.3283333333333,465.832857142857,7931,8573,8117.89863,1.86898630000001,-4.55101369999999
80.81,86.44,456.53,50, ,80.2309523809524,86.4338095238095,83.3323809523809,460.071428571429,8081,8644,8170.14359,0.891435900000006,-4.73856409999999
82.25,87.16,453.12,50, ,81.4304761904762,87.1938095238095,84.3121428571429,454.557142857143,8225,8716,8218.55536,-0.064446399999997,-4.9744464
83.69,87.5,449.87,50, ,82.6119047619047,87.9642857142857,85.2880952380952,449.229523809524,8369,8750,8264.69561,-1.04304389999999,-4.85304389999999
85,87.4,446.72,50, ,83.7752380952381,88.7314285714286,86.2533333333333,443.975714285714,8500,8740,8309.41616,-1.90583839999999,-4.30583839999999
86.31,87.84,442.83,50, ,84.9180952380952,89.4819047619048,87.2,438.709047619048,8631,8784,8364.64249,-2.6635751,-4.1935751
87.5,88.8,438.5,50, ,86.0252380952381,90.1938095238095,88.1095238095238,433.415714285714,8750,8880,8426.1155,-3.238845,-4.538845
88.62,90.08,433.9,50, ,87.087619047619,90.8780952380953,88.9828571428571,428.049047619048,8862,9008,8491.4217,-3.70578299999999,-5.16578299999999
89.62,91.25,429.54,50, ,88.0933333333333,91.5461904761905,89.8197619047619,422.600476190476,8962,9125,8553.32062,-4.0867938,-5.7167938
90.37,92.45,424.52,50, ,89.0338095238095,92.2133333333333,90.6235714285714,417.007619047619,9037,9245,8624.58956,-4.1241044,-6.2041044
91.12,93.87,418.71,50, ,89.9057142857143,92.8752380952381,91.3904761904762,411.270952380952,9112,9387,8707.07413,-4.04925869999999,-6.79925869999999
91.81,95.02,412.03,50, ,90.7123809523809,93.5152380952381,92.1138095238095,405.390952380952,9181,9502,8801.91009,-3.79089909999999,-7.00089909999999
92.56,95.71,405.22,50, ,91.4566666666667,94.1133333333334,92.785,399.44380952381,9256,9571,8898.59166,-3.5740834,-6.7240834
93.25,96.43,397.93,50, ,92.1409523809524,94.6866666666667,93.4138095238095,393.456190476191,9325,9643,9002.08779,-3.22912209999999,-6.40912209999999
93.87,96.96,389.96,50, ,92.76,95.2638095238095,94.0119047619048,387.482857142857,9387,9696,9115.23788,-2.71762119999999,-5.80762119999999
94.44,97.17,381.97,50, ,93.322380952381,95.8385714285715,94.5804761904762,381.594285714286,9444,9717,9228.67191,-2.15328089999999,-4.88328089999999
94.87,97.4,374.78,50, ,93.8252380952381,96.3738095238095,95.0995238095238,375.870476190476,9487,9740,9330.74834,-1.56251659999998,-4.09251659999998
95.31,97.64,367.27,50, ,94.2747619047619,96.8714285714286,95.5730952380952,370.36,9531,9764,9437.36781,-0.936321900000003,-3.2663219
95.56,97.99,359.16,50, ,94.6738095238095,97.3080952380952,95.9909523809524,365.072857142857,9556,9799,9552.50548,-0.034945200000002,-2.4649452
95.75,98.59,350.7,50, ,95.0280952380952,97.6938095238095,96.3609523809524,360.014761904762,9575,9859,9672.6121,0.976121000000003,-1.863879
96,98.95,343.22,50, ,95.3466666666666,98.0204761904762,96.6835714285714,355.246666666667,9600,9895,9778.80566,1.7880566,-1.1619434
96.25,99.17,336.73,50, ,95.632380952381,98.2928571428571,96.962619047619,350.805238095238,9625,9917,9870.94419,2.4594419,-0.460558099999998
96.44,99,331.64,50, ,95.8852380952381,98.5133333333333,97.1992857142857,346.711428571429,9644,9900,9943.20692,2.99206920000001,0.432069200000005
96.62,99.2,327.38,50, ,96.1057142857143,98.6933333333333,97.3995238095238,342.940952380952,9662,9920,10003.68614,3.41686140000002,0.836861400000016
96.69,99.62,324.43,50, ,96.2933333333333,98.8247619047619,97.5590476190476,339.535714285714,9669,9962,10045.56729,3.76567289999999,0.83567289999999
96.81,99.47,323.06,50, ,96.4542857142857,98.9419047619048,97.6980952380952,336.520952380952,9681,9947,10065.01718,3.84017179999999,1.18017179999999
96.87,99.08,322.63,50, ,96.5880952380952,99.06,97.8240476190476,333.893333333333,9687,9908,10071.12189,3.8412189,1.6312189
96.94,99.25,322.78,50, ,96.7014285714286,99.1547619047619,97.9280952380953,331.593333333333,9694,9925,10068.99234,3.74992340000001,1.43992340000001
97,99.25,322.87,50, ,96.7966666666667,99.2495238095238,98.0230952380952,329.641904761905,9700,9925,10067.71461,3.67714609999999,1.42714609999999
97.06,99.35,323.32,50, ,96.88,99.3252380952381,98.1026190476191,328.09,9706,9935,10061.32596,3.5532596,1.2632596
97.06,99.31,324.39,50, ,96.9542857142857,99.3947619047619,98.1745238095238,326.949047619048,9706,9931,10046.13517,3.40135170000001,1.15135170000001
97.12,99.59,325.44,50, ,97.0138095238095,99.4366666666667,98.2252380952381,326.150476190476,9712,9959,10031.22832,3.1922832,0.722283200000002
97.12,99.65,326.06,50, ,97.0642857142857,99.4761904761905,98.2702380952381,325.614285714286,9712,9965,10022.42618,3.1042618,0.574261800000004
97.19,99.49,326.04,50, ,97.1028571428571,99.5142857142857,98.3085714285714,325.273333333333,9719,9949,10022.71012,3.0371012,0.737101199999997
97.19,99.19,326.42,50, ,97.1357142857143,99.532380952381,98.3340476190476,325.088095238095,9719,9919,10017.31526,2.98315259999999,0.983152599999994
97.25,99.42,326.65,50, ,97.1623809523809,99.5433333333333,98.3528571428571,325.03380952381,9725,9942,10014.04995,2.89049950000001,0.720499500000005
97.25,99.65,326.79,50, ,97.1833333333333,99.5642857142857,98.3738095238095,325.077619047619,9725,9965,10012.06237,2.8706237,0.470623699999996
97.25,99.39,326.48,50, ,97.2014285714286,99.5866666666667,98.3940476190476,325.142380952381,9725,9939,10016.46344,2.9146344,0.774634399999995
97.31,99.63,326.29,50, ,97.2161904761905,99.6,98.4080952380952,325.2,9731,9963,10019.16087,2.8816087,0.561608699999997
97.31,99.58,326.57,50, ,97.2252380952381,99.6271428571429,98.4261904761905,325.253333333333,9731,9958,10015.18571,2.84185710000002,0.571857100000016
97.31,100.05,326.74,50, ,97.2314285714286,99.6480952380952,98.4397619047619,325.266666666667,9731,10005,10012.77222,2.81772219999999,0.077722199999989
97.25,99.83,326.45,50, ,97.2342857142857,99.8271428571428,98.5307142857143,325.217619047619,9725,9983,10016.88935,2.91889350000001,0.338893500000013
97.31,100,325.47,50, ,97.2314285714286,99.9485714285714,98.59,325.092380952381,9731,10000,10030.80241,2.9980241,0.308024100000002
97.25,99.8,324.48,50, ,97.2285714285714,100.031428571429,98.63,324.903333333333,9725,9980,10044.85744,3.1985744,0.648574399999998
97.31,99.58,323.49,50, ,97.222380952381,100.090476190476,98.6564285714286,324.694285714286,9731,9958,10058.91247,3.27912469999999,1.00912469999999
97.25,99.85,323.29,50, ,97.2190476190476,100.154761904762,98.6869047619048,324.435714285714,9725,9985,10061.75187,3.3675187,0.767518700000001
97.25,99.91,323.98,50, ,97.2128571428571,100.207142857143,98.71,324.128571428571,9725,9991,10051.95594,3.2695594,0.609559399999998
97.25,99.55,323.99,50, ,97.21,100.238571428571,98.7242857142857,323.791904761905,9725,9955,10051.81397,3.26813969999999,0.968139699999992
97.25,99.53,323.99,50, ,97.2038095238095,100.28619047619,98.745,323.456190476191,9725,9953,10051.81397,3.26813969999999,0.988139699999992
97.19,99.82,323.99,50, ,97.1947619047619,100.300476190476,98.747619047619,323.121428571429,9719,9982,10051.81397,3.32813969999999,0.698139699999993
97.19,99.79,323.6,50, ,97.1857142857143,100.304285714286,98.745,322.787142857143,9719,9979,10057.3508,3.383508,0.783508000000002
97.12,103.07,323.36,50, ,97.1766666666666,100.282857142857,98.7297619047619,322.453333333333,9712,10307,10060.75808,3.4875808,-2.4624192
97.06,102.14,322.81,50, ,97.1738095238095,100.289047619048,98.7314285714286,322.176666666667,9706,10214,10068.56643,3.62566429999999,-1.45433570000001
97.06,101.39,322.09,50, ,97.1680952380952,100.278095238095,98.7230952380952,321.953333333333,9706,10139,10078.78827,3.72788270000001,-0.602117299999991
97.06,100.73,321.65,50, ,97.1680952380953,100.247619047619,98.7078571428572,321.781428571429,9706,10073,10085.03495,3.79034950000001,0.120349500000011
97.12,100.54,320.99,50, ,97.1652380952381,100.229523809524,98.697380952381,321.659047619048,9712,10054,10094.40497,3.8240497,0.404049699999996
97.12,100.52,320.2,50, ,97.1680952380952,100.199523809524,98.6838095238095,321.528571428571,9712,10052,10105.6206,3.936206,0.536206000000002
97.19,100.31,319.72,50, ,97.1709523809524,100.162380952381,98.6666666666667,321.354761904762,9719,10031,10112.43516,3.93435160000001,0.814351600000009
97.12,100.39,319.43,50, ,97.1766666666667,100.154285714286,98.6654761904762,321.212380952381,9712,10039,10116.55229,4.0455229,0.775522899999996
97.12,99.93,319.26,50, ,97.1795238095238,100.149523809524,98.6645238095238,321.108095238095,9712,9993,10118.96578,4.0696578,1.2596578
97.12,99.66,319.55,50, ,97.1795238095238,100.046666666667,98.6130952380952,321.026666666667,9712,9966,10114.84865,4.0284865,1.4884865
97.12,99.6,319.73,50, ,97.1795238095238,99.9895238095238,98.5845238095238,320.996666666667,9712,9960,10112.29319,4.0029319,1.5229319
97.19,99.96,320.64,50, ,97.1828571428572,99.7176190476191,98.4502380952381,320.997619047619,9719,9996,10099.37392,3.80373920000002,1.03373920000002
97.19,99.77,320.78,50, ,97.1890476190476,99.492380952381,98.3407142857143,320.998571428571,9719,9977,10097.38634,3.78386340000001,1.20386340000001
97.25,99.16,320.87,50, ,97.1919047619048,99.3190476190476,98.2554761904762,321.018095238095,9725,9916,10096.10861,3.71108609999999,1.80108609999999
97.25,99.2,320.92,50, ,97.1919047619048,99.2438095238095,98.2178571428572,321.03,9725,9920,10095.39876,3.7039876,1.7539876
97.31,99.22,320.55,50, ,97.1861904761905,99.1604761904762,98.1733333333333,321.037142857143,9731,9922,10100.65165,3.6965165,1.7865165
97.31,99.13,320.33,50, ,97.1804761904762,99.0914285714286,98.1359523809524,321.021904761905,9731,9913,10103.77499,3.72774990000002,1.90774990000002
97.37,99.38,321,50, ,97.1652380952381,98.9642857142857,98.0647619047619,320.955714285714,9737,9938,10094.263,3.57262999999999,1.56262999999999
97.31,99.43,321.8,50, ,97.1504761904762,98.8547619047619,98.0026190476191,320.84,9731,9943,10082.9054,3.519054,1.399054
97.19,97.66,322.28,50, ,97.1385714285714,98.7938095238095,97.9661904761905,320.675238095238,9719,9766,10076.09084,3.57090840000001,3.10090840000001
97.19,98.59,322.97,50, ,97.1209523809524,98.7285714285714,97.9247619047619,320.481428571429,9719,9859,10066.29491,3.47294910000001,2.0729491
97.19,97.36,323.38,50, ,97.1004761904762,98.6747619047619,97.8876190476191,320.27,9719,9736,10060.47414,3.4147414,3.2447414
97.19,97.41,322.83,50, ,97.0733333333333,98.6042857142857,97.8388095238095,320.028571428571,9719,9741,10068.28249,3.49282490000001,3.27282490000001
97.12,97.75,322.5,50, ,97.0404761904762,98.5528571428572,97.7966666666667,319.788571428571,9712,9775,10072.9675,3.60967500000001,2.97967500000001
97.06,99.15,321.9,50, ,96.9985714285714,98.5266666666667,97.762619047619,319.568571428571,9706,9915,10081.4857,3.75485700000001,1.66485700000001
97,98.79,321.14,50, ,96.9447619047619,98.482380952381,97.7135714285714,319.360476190476,9700,9879,10092.27542,3.92275420000002,2.13275420000002
97,99.07,319.88,50, ,96.8761904761905,98.4271428571429,97.6516666666667,319.197619047619,9700,9907,10110.16364,4.10163640000001,2.03163640000001
96.87,97.64,318.33,50, ,96.7871428571428,98.38,97.5835714285714,319.061904761905,9687,9764,10132.16899,4.4516899,3.6816899
96.81,98.09,317,50, ,96.68,98.2990476190476,97.4895238095238,318.942380952381,9681,9809,10151.051,4.70051,3.42050999999999
96.87,98.65,315.8,50, ,96.5580952380953,98.1885714285714,97.3733333333333,318.870476190476,9687,9865,10168.0874,4.810874,3.030874
96.75,98.29,315.48,50, ,96.4271428571429,98.1509523809524,97.2890476190476,318.90380952381,9675,9829,10172.63044,4.97630440000001,3.43630440000001
96.69,98.47,315.29,50, ,96.2809523809524,98.0571428571429,97.1690476190476,319,9669,9847,10175.32787,5.06327870000001,3.28327870000001
96.62,98.48,315.57,50, ,96.12,98.0195238095238,97.0697619047619,319.171904761905,9662,9848,10171.35271,5.09352709999999,3.23352709999999
96.5,98.69,315.74,50, ,95.9442857142857,97.9828571428572,96.9635714285714,319.465238095238,9650,9869,10168.93922,5.1893922,2.9993922
96.37,98.61,316.25,50, ,95.7628571428571,97.9085714285715,96.8357142857143,319.908095238095,9637,9861,10161.69875,5.2469875,3.0069875
96.12,98.27,316.55,50, ,95.5723809523809,97.7304761904762,96.6514285714286,320.57380952381,9612,9827,10157.43965,5.4543965,3.3043965
95.87,98.06,317.13,50, ,95.37,97.5571428571429,96.4635714285715,321.468571428571,9587,9806,10149.20539,5.62205389999999,3.43205389999999
95.44,98.14,317.48,50, ,95.1528571428571,97.3914285714286,96.2721428571428,322.634285714286,9544,9814,10144.23644,6.00236440000001,3.30236440000001
95.12,97.68,318.49,50, ,94.9209523809524,97.3014285714286,96.1111904761905,324.038095238095,9512,9768,10129.89747,6.1789747,3.6189747
94.75,97.11,320.29,50, ,94.68,97.1804761904762,95.9302380952381,325.680476190476,9475,9711,10104.34287,6.2934287,3.9334287
94.44,96.87,322.98,50, ,94.4242857142857,97.0319047619048,95.7280952380952,327.560952380952,9444,9687,10066.15294,6.2215294,3.7915294
94.12,96.62,324.99,50, ,94.1595238095238,96.8809523809524,95.5202380952381,329.641904761905,9412,9662,10037.61697,6.25616969999999,3.75616969999999
93.81,96.57,326.99,50, ,93.8976190476191,96.7380952380953,95.3178571428571,331.919047619048,9381,9657,10009.22297,6.28222969999999,3.52222969999999
93.5,96.64,328.99,50, ,93.6447619047619,96.5809523809524,95.1128571428572,334.39,9350,9664,9980.82897,6.30828970000001,3.1682897
93.31,96.19,331.8,50, ,93.397619047619,96.4009523809524,94.8992857142857,337.05380952381,9331,9619,9940.9354,6.099354,3.219354
93.06,95.41,335.88,50, ,93.1538095238095,96.1980952380953,94.6759523809524,339.832857142857,9306,9541,9883.01164,5.77011640000001,3.42011640000001
92.75,95.15,339.93,50, ,92.9219047619047,96.0047619047619,94.4633333333333,342.642857142857,9275,9515,9825.51379,5.50513790000001,3.10513790000001
92.44,95.59,344.36,50, ,92.707619047619,95.8171428571429,94.2623809523809,345.395714285714,9244,9559,9762.62108,5.18621080000001,2.03621080000001
92,95.75,347.81,50, ,92.52,95.6471428571429,94.0835714285714,348.056666666667,9200,9575,9713.64143,5.1364143,1.3864143
91.75,95.55,351.49,50, ,92.362380952381,95.4976190476191,93.93,350.605714285714,9175,9555,9661.39647,4.8639647,1.0639647
91.5,95.53,355.29,50, ,92.2404761904762,95.37,93.8052380952381,353.011428571429,9150,9553,9607.44787,4.5744787,0.5444787
91.19,95.12,359.18,50, ,92.1419047619047,95.2695238095238,93.7057142857143,355.140476190476,9119,9512,9552.22154,4.3322154,0.402215400000005
91.19,95.47,363.11,50, ,92.067619047619,95.1947619047619,93.6311904761905,356.97,9119,9547,9496.42733,3.7742733,-0.505726699999996
91.31,95.18,367.46,50, ,92.0142857142857,95.1404761904762,93.577380952381,358.525238095238,9131,9518,9434.67038,3.0367038,-0.833296200000004
91.31,94.91,371.68,50, ,91.9842857142857,95.1128571428572,93.5485714285714,359.820476190476,9131,9491,9374.75904,2.43759040000001,-1.16240959999999
91.25,94.35,374.61,50, ,91.9666666666667,95.1152380952381,93.5409523809524,360.806666666667,9125,9435,9333.16183,2.08161830000001,-1.01838169999999
91.25,94.21,375.56,50, ,91.9666666666667,95.1595238095238,93.5630952380953,361.455714285714,9125,9421,9319.67468,1.9467468,-1.0132532
91.37,94.12,374.94,50, ,91.9904761904762,95.2047619047619,93.5976190476191,361.86380952381,9137,9412,9328.47682,1.9147682,-0.835231800000001
91.5,94.57,373.36,50, ,92.0380952380953,95.2128571428571,93.6254761904762,362.070476190476,9150,9457,9350.90808,2.00908080000001,-1.06091919999999
91.81,94.54,372.02,50, ,92.112380952381,95.1847619047619,93.6485714285714,362.137619047619,9181,9454,9369.93206,1.88932060000001,-0.84067939999999
92.19,94.43,370.81,50, ,92.2014285714286,95.1295238095238,93.6654761904762,362.082380952381,9219,9443,9387.11043,1.68110430000001,-0.558895699999994
92.37,94.76,367.69,50, ,92.3085714285714,95.0680952380953,93.6883333333333,361.954285714286,9237,9476,9431.40507,1.94405070000001,-0.445949299999993
92.56,95.05,363.41,50, ,92.4304761904762,95.0166666666667,93.7235714285714,361.781904761905,9256,9505,9492.16823,2.36168229999999,-0.128317700000007
92.69,95.43,359.65,50, ,92.552380952381,94.91,93.7311904761905,361.545238095238,9269,9543,9545.54895,2.7654895,0.025489500000003
92.87,96.06,356.19,50, ,92.6657142857143,94.7938095238095,93.7297619047619,361.19380952381,9287,9606,9594.67057,3.0767057,-0.113294299999998
92.94,96.24,352.51,50, ,92.7790476190476,94.6571428571429,93.7180952380952,360.697142857143,9294,9624,9646.91553,3.5291553,0.229155300000002
93.06,96.34,349.51,50, ,92.8919047619048,94.5557142857143,93.7238095238095,360.075238095238,9306,9634,9689.50653,3.83506530000001,0.555065300000006
93.25,96.1,348.5,50, ,93.0019047619048,94.4185714285714,93.7102380952381,359.435714285714,9325,9610,9703.8455,3.78845499999999,0.938454999999994
93.44,95.76,348.7,50, ,93.1004761904762,94.2652380952381,93.6828571428572,358.880476190476,9344,9576,9701.0061,3.57006100000001,1.25006100000001
93.56,95.16,349.22,50, ,93.1928571428572,94.0971428571429,93.645,358.452380952381,9356,9516,9693.62366,3.37623660000001,1.77623660000001
93.62,94.39,350.33,50, ,93.2733333333333,93.92,93.5966666666667,358.157142857143,9362,9439,9677.86499,3.15864990000002,2.38864990000002
93.75,94.24,352.6,50, ,93.3414285714286,93.7419047619048,93.5416666666667,357.999047619048,9375,9424,9645.6378,2.706378,2.216378
93.75,94.04,355.56,50, ,93.4071428571429,93.5304761904762,93.4688095238095,358.094761904762,9375,9404,9603.61468,2.28614680000001,1.99614680000001
93.75,93.23,358.14,50, ,93.4695238095238,93.3133333333334,93.3914285714286,358.495238095238,9375,9323,9566.98642,1.91986420000001,2.43986420000001
93.69,92.74,360.08,50, ,93.5228571428571,93.0828571428571,93.3028571428571,359.192380952381,9369,9274,9539.44424,1.70444240000001,2.65444240000001
93.69,92.04,361.25,50, ,93.5647619047619,92.84,93.2023809523809,360.162857142857,9369,9204,9522.83375,1.53833750000002,3.18833750000002
93.62,92.22,361.55,50, ,93.6033333333333,92.5985714285714,93.1009523809524,361.430952380952,9362,9222,9518.57465,1.5657465,2.9657465
93.56,91.33,362.13,50, ,93.6333333333333,92.3395238095238,92.9864285714286,362.972857142857,9356,9133,9510.34039,1.54340390000001,3.77340390000001
93.44,90.9,363.28,50, ,93.6509523809524,92.0795238095238,92.8652380952381,364.679047619048,9344,9090,9494.01384,1.5001384,4.0401384
93.44,91.04,364.37,50, ,93.6566666666667,91.8095238095238,92.7330952380953,366.464761904762,9344,9104,9478.53911,1.34539110000002,3.74539110000001
93.5,90.82,365.82,50, ,93.647619047619,91.5804761904762,92.6140476190476,368.279047619048,9350,9082,9457.95346,1.07953460000001,3.75953460000001
93.62,90.69,367.49,50, ,93.6271428571429,91.3766666666666,92.5019047619048,370.072380952381,9362,9069,9434.24447,0.722444700000015,3.65244470000001
93.75,90.32,369.7,50, ,93.5942857142857,91.1638095238095,92.3790476190476,371.758095238095,9375,9032,9402.8691,0.278690999999999,3.708691
93.87,90.49,371.82,50, ,93.5585714285714,90.96,92.2592857142857,373.28380952381,9387,9049,9372.77146,-0.142285400000001,3.2377146
93.81,90.59,374.29,50, ,93.52,90.7804761904762,92.1502380952381,374.675238095238,9381,9059,9337.70487,-0.432951300000004,2.7870487
93.75,90.96,376.57,50, ,93.4809523809524,90.6057142857143,92.0433333333333,375.98619047619,9375,9096,9305.33571,-0.696642900000006,2.09335709999999
93.75,91.17,379.14,50, ,93.4419047619048,90.4819047619048,91.9619047619048,377.268095238095,9375,9117,9268.84942,-1.0615058,1.5184942
93.69,90.9,381.89,50, ,93.4004761904762,90.3747619047619,91.887619047619,378.551428571429,9369,9090,9229.80767,-1.3919233,1.3980767
93.62,90.64,384.33,50, ,93.35,90.3438095238095,91.8469047619048,379.854761904762,9362,9064,9195.16699,-1.66833009999998,1.31166990000002
93.56,90.09,386.2,50, ,93.2990476190476,90.3252380952381,91.8121428571429,381.17,9356,9009,9168.6186,-1.87381399999998,1.59618600000002
93.37,90.35,387.32,50, ,93.2395238095238,90.2471428571429,91.7433333333333,382.511428571428,9337,9035,9152.71796,-1.84282039999998,1.17717960000002
93.19,90.11,387.99,50, ,93.1738095238095,90.1480952380952,91.6609523809524,383.830476190476,9319,9011,9143.20597,-1.75794030000001,1.32205969999999
93.06,89.77,388,50, ,93.0938095238095,90.0652380952381,91.5795238095238,385.098095238095,9306,8977,9143.064,-1.62936,1.66064
93,89.76,387.6,50, ,93.0042857142857,89.9961904761905,91.5002380952381,386.277619047619,9300,8976,9148.7428,-1.512572,1.727428
92.94,89.46,387.36,50, ,92.9061904761905,89.9071428571429,91.4066666666667,387.36619047619,9294,8946,9152.15008,-1.41849920000001,2.06150079999999
92.87,89.07,387.61,50, ,92.8052380952381,89.8061904761905,91.3057142857143,388.362380952381,9287,8907,9148.60083,-1.38399170000001,2.41600829999999
92.87,89.44,388.17,50, ,92.7009523809524,89.6880952380952,91.1945238095238,389.284285714286,9287,8944,9140.65051,-1.46349490000001,1.9665051
92.75,89.97,388.5,50, ,92.5876190476191,89.5414285714286,91.0645238095238,390.123333333333,9275,8997,9135.9655,-1.390345,1.389655
92.5,90.68,389.5,50, ,92.4685714285714,89.3628571428572,90.9157142857143,390.87380952381,9250,9068,9121.7685,-1.282315,0.537685000000001
92.37,90.51,390.9,50, ,92.3466666666667,89.1604761904762,90.7535714285714,391.552857142857,9237,9051,9101.8927,-1.351073,0.508927000000003
92.19,89.4,392.54,50, ,92.227619047619,88.9628571428572,90.5952380952381,392.150952380952,9219,8940,9078.60962,-1.40390380000001,1.38609619999999
92.12,88.74,393.52,50, ,92.117619047619,88.7395238095238,90.4285714285714,392.719047619048,9212,8874,9064.69656,-1.4730344,1.9069656
